6;10;2010;59200;350;15402;9658;10163;5872
6;11;2010;59100;0;15554;18510;8447;14305
6;12;2010;59000;7550;15039;14459;4852;10356
6;13;2010;58900;16600;15208;12383;9916;36012
6;14;2010;58800;4300;15421;6083;9800;10741
6;15;2010;58600;1000;10448;11891;11726;2768
6;16;2010;58500;20150;18227;16995;8777;13593
6;17;2010;58400;13300;25295;9185;5763;12423
6;18;2010;58300;59550;24552;16436;9148;15711
6;19;2010;58200;2300;21041;12713;16911;8510
6;20;2010;58100;600;23291;11335;14070;19576
6;21;2010;58000;17050;25836;25583;14233;11217
6;22;2010;57800;0;27097;8828;9793;2008
6;23;2010;57700;0;16866;4660;9891;5099
6;24;2010;57600;0;23735;9875;12871;21088
6;25;2010;57500;0;24548;14530;12540;4633
6;26;2010;57400;0;22758;17462;12654;23022
6;27;2010;57300;0;24455;18641;11558;6626
6;28;2010;57200;0;23400;0;13174;0
6;29;2010;57100;0;25223;50;11560;324
6;30;2010;56900;0;23079;290;13609;0
7;1;2010;56800;0;25154;284;10558;17852
7;2;2010;56700;0;25291;74;11065;14210
7;3;2010;56600;0;25198;1966;11698;432
7;4;2010;56500;0;24960;854;10429;3079
7;5;2010;56400;0;24982;7417;11688;803
7;6;2010;56300;0;24761;218;11655;473
7;7;2010;56100;0;24578;156;11770;1245
7;8;2010;56000;0;24379;26;11512;0
7;9;2010;55900;8300;24792;12140;10748;0
7;10;2010;55800;9850;15199;25924;13210;0
7;11;2010;55700;5300;8235;18296;15420;0
7;12;2010;53000;0;8302;9397;14038;0
7;13;2010;52900;1400;17064;9998;13997;999
7;14;2010;52700;1100;12843;25551;13746;0
7;15;2010;0;350;9307;10793;8391;0
7;16;2010;0;1100;0;14135;0;0
7;17;2010;0;0;0;7601;0;0
7;18;2010;0;0;0;5122;0;0
7;19;2010;0;100;0;3113;0;200
7;20;2010;0;0;0;930;0;0
7;21;2010;0;0;0;56;0;0
7;22;2010;0;0;0;142;0;0
7;23;2010;0;0;0;0;0;0
7;24;2010;0;0;0;0;0;0
7;25;2010;0;0;0;0;0;0
7;26;2010;0;0;0;1;0;0
7;27;2010;0;0;0;226;0;0
7;28;2010;0;0;0;390;0;0
7;29;2010;0;0;0;264;0;0
7;30;2010;0;0;0;35;0;0
7;31;2010;0;0;0;79;0;0
8;1;2010;0;0;0;105;0;0
8;2;2010;0;0;0;51;0;0
8;3;2010;0;0;0;15;0;0
8;4;2010;0;0;0;11;0;0
8;5;2010;0;0;0;2;0;0
8;6;2010;0;0;0;98;0;0
8;7;2010;0;0;0;2;0;0
8;8;2010;0;0;0;179;0;0
8;9;2010;0;0;0;2;0;0
8;10;2010;0;0;0;170;0;0
8;11;2010;0;0;0;0;0;0
8;12;2010;0;0;0;0;0;0
8;13;2010;0;0;0;0;0;0
8;14;2010;0;0;0;0;0;0
8;15;2010;0;0;0;0;0;0
8;16;2010;0;0;0;0;0;0
8;17;2010;0;0;0;0;0;0
8;18;2010;0;0;0;0;0;0
8;19;2010;0;0;0;0;0;0
8;20;2010;0;0;0;0;0;0
8;21;2010;0;0;0;0;0;0
8;22;2010;0;0;0;0;0;0
8;23;2010;0;0;0;0;0;0
8;24;2010;0;0;0;0;0;0
8;25;2010;0;0;0;0;0;0
8;26;2010;0;0;0;0;0;0
8;27;2010;0;0;0;0;0;0
8;28;2010;0;0;0;0;0;0
8;29;2010;0;0;0;0;0;0
8;30;2010;0;0;0;0;0;0
8;31;2010;0;0;0;0;0;0
9;1;2010;0;0;0;0;0;0
9;2;2010;0;0;0;0;0;0
9;3;2010;0;0;0;0;0;0
9;4;2010;0;0;0;0;0;0
9;5;2010;0;0;0;0;0;0
9;6;2010;0;0;0;0;0;0
9;7;2010;0;0;0;0;0;0
9;8;2010;0;0;0;0;0;0
9;9;2010;0;0;0;0;0;0
9;10;2010;0;0;0;0;0;0
9;11;2010;0;0;0;0;0;0
9;12;2010;0;0;0;0;0;0
9;13;2010;0;0;0;0;0;0
9;14;2010;0;0;0;0;0;0
9;15;2010;0;0;0;0;0;0
